film,sort_type,review,sentiment,normalized_review
The Master,highest,"Watched this a couple years ago and admittedly was confused.Watched again last night and then woke up this morning and watched it again. I can firmly slot this as my favorite PTA movie now. I know everybody was dying to know. These are facts that Iâ€™m giving you, they are not opinions. They are FUCKING FACTSI just wanna see more Hoffman :(",positive,watched this a couple years ago and admittedly was confused watched again last night and then woke up this morning and watched it again i can firmly slot this as my favorite pta movie now i know everybody was dying to know these are facts that i m giving you they are not opinions they are fucking factsi just wanna see more hoffman
The Master,highest,I loved every minute of this movie and the unreal hallucinatory nature of certain scenes.,positive,i loved every minute of this movie and the unreal hallucinatory nature of certain scenes
The Master,highest,impressive how a single human wrote this moviejust proves why he's one of the best to ever do it.,positive,impressive how a single human wrote this moviejust proves why he s one of the best to ever do it
The Master,highest,"Its that kind of a movie that reminds why you fell in love with cinema in the first place.It is a screenplay that is beyond my comprehension and exceeds limitlessly. There are some elements that we rarely find elsewhere. It is the connection between the two main characters. I may not be old enough to fully understand the chemistry between Joaquin Phoenix and Philip Seymour, that instant liking for a person to come at such old age would surelyâ€¦",positive,its that kind of a movie that reminds why you fell in love with cinema in the first place it is a screenplay that is beyond my comprehension and exceeds limitlessly there are some elements that we rarely find elsewhere it is the connection between the two main characters i may not be old enough to fully understand the chemistry between joaquin phoenix and philip seymour that instant liking for a person to come at such old age would surely
Panâ€™s Labyrinth,lowest,"The magical, mystical elements are absolutely incredible. Whats even more incredible is that 90% of the runtime gets taken up by vapid characters in an uninteresting storyline.",positive,the magical mystical elements are absolutely incredible whats even more incredible is that of the runtime gets taken up by vapid characters in an uninteresting storyline
Panâ€™s Labyrinth,lowest,Honestly one of the worst movie Iâ€™ve ever seen,negative,honestly one of the worst movie i ve ever seen
Panâ€™s Labyrinth,lowest,i hate fauns i despise them stupid ugly creatures just thinking about them fills me with rage. stupid movie hate is not a strong enough word fck fauns AND this movie,negative,i hate fauns i despise them stupid ugly creatures just thinking about them fills me with rage stupid movie hate is not a strong enough word fck fauns and this movie
Panâ€™s Labyrinth,lowest,Such a huge disappointmentâ€¦. I really thought I would love it and at the end I was just super bored for the whole movie ðŸ˜©,negative,such a huge disappointment i really thought i would love it and at the end i was just super bored for the whole movie
Panâ€™s Labyrinth,lowest,I HATE this movie with a burning passion. I watched it in Spanish class and was traumatized. El fauno is a DISGUSTING pedophile. Just writing this review and thinking about this movie HURT ME.,negative,i hate this movie with a burning passion i watched it in spanish class and was traumatized el fauno is a disgusting pedophile just writing this review and thinking about this movie hurt me
Panâ€™s Labyrinth,lowest,Love fantasy but really hated this,negative,love fantasy but really hated this
Panâ€™s Labyrinth,lowest,"I'm not sure why so many people give great reviews. I watched it last with my bf, who wanted to watch it again as it was one of his favourite films when he was younger. we lost interest after 30 min or so.the plot is hella dry and predictable, the characters are shallow like puppets and the dialogues are so bad.it's like watching a bad disney film with your little cousin â€“ but i think if i hadâ€¦",negative,i m not sure why so many people give great reviews i watched it last with my bf who wanted to watch it again as it was one of his favourite films when he was younger we lost interest after min or so the plot is hella dry and predictable the characters are shallow like puppets and the dialogues are so bad it s like watching a bad disney film with your little cousin but i think if i had
Panâ€™s Labyrinth,lowest,"from the overengineered sound to the overused mask wipe transitions and the cliche characters and tropes and the unnatural lighting and the shitty vfx and the shitty day for night and the shitty characters with no development, you know a movie sucks when the folino is fully laughing AT a horror movie. iâ€™d give up anything to be schizo with this little girl bru give me whatever sheâ€™s on",negative,from the overengineered sound to the overused mask wipe transitions and the cliche characters and tropes and the unnatural lighting and the shitty vfx and the shitty day for night and the shitty characters with no development you know a movie sucks when the folino is fully laughing at a horror movie i d give up anything to be schizo with this little girl bru give me whatever she s on
Panâ€™s Labyrinth,highest,"Favorite movie that I watched with my mom, she says I look like the child",positive,favorite movie that i watched with my mom she says i look like the child
Panâ€™s Labyrinth,highest,"just the most amazing film i have ever experienced :,) yearly rewatch!!",positive,just the most amazing film i have ever experienced yearly rewatch
Panâ€™s Labyrinth,highest,That THING traumatized little me,neutral,that thing traumatized little me
Panâ€™s Labyrinth,highest,"The folklore style and mild occult touches made this a good watch for Half-O-Ween/Walpurgisnacht. Very beautiful and melancholy, and still feels very European and very â€œDel Toro.â€",positive,the folklore style and mild occult touches made this a good watch for half o ween walpurgisnacht very beautiful and melancholy and still feels very european and very del toro
Panâ€™s Labyrinth,highest,"Guillermo Del Toro might have the most beautiful and creative mind on earth. He knows how to tell a story so damn well. Everything from the VFX to the acting, this is an easy 5 stars",positive,guillermo del toro might have the most beautiful and creative mind on earth he knows how to tell a story so damn well everything from the vfx to the acting this is an easy stars
Panâ€™s Labyrinth,highest,this movie is a childhood dream.,positive,this movie is a childhood dream
Panâ€™s Labyrinth,highest,"Amazing, every part of it. The end was actually sad and movies donâ€™t normally make me sad man.",positive,amazing every part of it the end was actually sad and movies don t normally make me sad man
Panâ€™s Labyrinth,highest,I would die for Mercedes. But it wouldnâ€™t do much good. Sheâ€™s too dumb to live.,neutral,i would die for mercedes but it wouldn t do much good she s too dumb to live
Panâ€™s Labyrinth,highest,"oh this hurt so bad but mr del toro, im a masochist so do it again",neutral,oh this hurt so bad but mr del toro im a masochist so do it again
Panâ€™s Labyrinth,highest,"Man, I love this movie so much. I just had to watch it as part of my monster movie marathon tonight.",positive,man i love this movie so much i just had to watch it as part of my monster movie marathon tonight
Heat,lowest,"For a guy that has a monetary goal heâ€™s trying to reach, Burt Reynoldsâ€™ character sure likes to turn down money in whatever way he can. Dude knows how to shatter a kneecap in a single blow tho.",positive,for a guy that has a monetary goal he s trying to reach burt reynolds character sure likes to turn down money in whatever way he can dude knows how to shatter a kneecap in a single blow tho
Heat,lowest,"Classic ""a movie about the making of the movie would be better than the movie"" movie.",positive,classic a movie about the making of the movie would be better than the movie movie
Heat,lowest,This looks and feels like a made for television movie. Burt looks bored and the action scenes are badly dated.Iâ€™m just confused how William Goldman could write this.,negative,this looks and feels like a made for television movie burt looks bored and the action scenes are badly dated i m just confused how william goldman could write this
Heat,lowest,"Much slower than I was anticipating. It has some good moments spread throughout and the final 20 mins or so are a good time, as he takes down the Vegas goons but a long lead up until that point.",positive,much slower than i was anticipating it has some good moments spread throughout and the final mins or so are a good time as he takes down the vegas goons but a long lead up until that point
Heat,lowest,"The first ten minutes sets Burt Reynolds up as a completely unlikable and creepy sexist jerk. However, as it turns out, that was just a trick he's pulling on someone. So you finally breathe a sigh of relief thinking ""ok, Burt's not really a jerk."" But then the rest of the film starts... and he's still kind of an unlikable jerk. Why am I watching this?From here, the story is all over the place",negative,
Heat,lowest,Absolutely the worst Burt Reynolds movie and maybe in the running for one of the worst movies Iâ€™ve ever seen.It takes something to be as checked out as Burt in this film. Especially when you factor in him punching one of the 6(!) reported directors. The whole thing feels like early 90s TV movie shit that even as a 7 year old I knew sucked.,negative,absolutely the worst burt reynolds movie and maybe in the running for one of the worst movies i ve ever seen it takes something to be as checked out as burt in this film especially when you factor in him punching one of the reported directors the whole thing feels like early s tv movie shit that even as a year old i knew sucked
Heat,lowest,"So Burt, Peter MacNichol, and Howard Hesseman can act but every single other actor (and thereâ€™s quite a few of them) in this film CANNOT ACT AT ALL. Even the doctor in the last scene who has like one sentence to say is bad. Itâ€™s almost worth watching just to see how bad they all are.",negative,so burt peter macnichol and howard hesseman can act but every single other actor and there s quite a few of them in this film cannot act at all even the doctor in the last scene who has like one sentence to say is bad it s almost worth watching just to see how bad they all are
Heat,lowest,there comes a point in every william goldman story where itâ€™s like hey. what are we even doing here,neutral,there comes a point in every william goldman story where it s like hey what are we even doing here
Heat,lowest,Burt Reynolds is OK and Peter MacNicol is great but the story and direction are completely inert. The movie only picks up when Burt fights the E Street Band.Still haven't seen Michael Mann's Heat.,positive,burt reynolds is ok and peter macnicol is great but the story and direction are completely inert the movie only picks up when burt fights the e street band still haven t seen michael mann s heat
Heat,lowest,"Of all the movies ever made named Heat, this is one of them. Burt Reynolds does a great impression of Norm Macdonald doing a Burt Reynolds impression, and this would be a rare pitch meeting where Ryan George's conversation goes ""it must've been really hard for him to get out of that situation""""actually, it was super easy, barely an inconvenience!"" MULTIPLE times.",positive,of all the movies ever made named heat this is one of them burt reynolds does a great impression of norm macdonald doing a burt reynolds impression and this would be a rare pitch meeting where ryan george s conversation goes it must ve been really hard for him to get out of that situation actually it was super easy barely an inconvenience multiple times
Heat,highest,"TUBIðŸ“±Started this on my breaks at work as I fancied a bit of Burt Reynolds coolness and after a few minutes I thought I have seen this before and yep it wasn't this film but the Jason Statham film 'Wild Card', I never knew that was a remake of this film, lots of it shot for shot but in a more modern Las Vegas, I did prefer this original version tho with my cool moustache and the more dirtyâ€¦",neutral,tubi started this on my breaks at work as i fancied a bit of burt reynolds coolness and after a few minutes i thought i have seen this before and yep it wasn t this film but the jason statham film wild card i never knew that was a remake of this film lots of it shot for shot but in a more modern las vegas i did prefer this original version tho with my cool moustache and the more dirty
Heat,highest,I was expecting a shitty 80's beat m up movie with a lot of coke. Ended having a movie with an pretty good plot and better characters. Sirus is my hero!,positive,i was expecting a shitty s beat m up movie with a lot of coke ended having a movie with an pretty good plot and better characters sirus is my hero
Heat,highest,An expert in edged weapons....nick escalante,neutral,an expert in edged weapons nick escalante
Heat,highest,What a joy to find neo noir + direct to video vibes + freeze frame high kicks + a high kick of a light fixture that sets a man on fire + a master / apprentice subplot + sleazy Vegas + an extra outlandish Reynolds outfit + a wood-paneled strip club / arcade + a lawyer named Pinchus Zion + a Venetian gondola ride + lines like â€œIâ€™m going to rip your face offâ€ and â€œI want his balls in my handsâ€ ALL IN ONE FILM which Altman was perhaps wise not to direct but which you would be exceedingly unwise not to watch!,positive,what a joy to find neo noir direct to video vibes freeze frame high kicks a high kick of a light fixture that sets a man on fire a master apprentice subplot sleazy vegas an extra outlandish reynolds outfit a wood paneled strip club arcade a lawyer named pinchus zion a venetian gondola ride lines like i m going to rip your face off and i want his balls in my hands all in one film which altman was perhaps wise not to direct but which you would be exceedingly unwise not to watch
Heat,highest,"This is Burt Reynolds in a Charles Bronson movie. It's violent, sleazy, and tonally all over the place. I loved it.",positive,this is burt reynolds in a charles bronson movie it s violent sleazy and tonally all over the place i loved it
Heat,highest,wanna be on Burt Reynolds like water is on wet if you know what I mean,neutral,wanna be on burt reynolds like water is on wet if you know what i mean
Heat,highest,Hard-boiled dumb guy noir at its finest.,positive,hard boiled dumb guy noir at its finest
Heat,highest,Alternates between kitschy fun and being legit good. Wide ranging character study.,positive,alternates between kitschy fun and being legit good wide ranging character study
Heat,highest,no way I watched this whole movie thinking it was the 1995 one ðŸ’”,neutral,no way i watched this whole movie thinking it was the one
Heat,highest,A too old boozy and snoozy Burt smirks himself around Vegas not taking any guff. I love the lived in feeling this has by showing a wide variety of Vegas townies as they slap Burt on the back and ask how he is doing.Shout out to the editor that knew slow motion was necessary when Burt (stuntman) makes the five foot leap from a building into some loose sand.,positive,a too old boozy and snoozy burt smirks himself around vegas not taking any guff i love the lived in feeling this has by showing a wide variety of vegas townies as they slap burt on the back and ask how he is doing shout out to the editor that knew slow motion was necessary when burt stuntman makes the five foot leap from a building into some loose sand
Heat,highest,"A great time at the movies. Somehow still havenâ€™t seen the more popular Heat, but this oneâ€™s a blast.",positive,a great time at the movies somehow still haven t seen the more popular heat but this one s a blast
Heat,highest,"If you have a mid-'80s action picture with a troubled production it's almost always a banger.90 minutes of just hangin with Burt at his coolest, definitely the second best movie calledHeat.",positive,if you have a mid s action picture with a troubled production it s almost always a banger minutes of just hangin with burt at his coolest definitely the second best movie calledheat
Heat,highest,"This film came out of nowhere. Reminiscent of Saint Jack, The Nickel Ride and Lookinâ€™ to Get Out. A languid tone and wholesome male friendship (just ignore the studio ending, and stay blissfully ignorant of the BTS.)",neutral,this film came out of nowhere reminiscent of saint jack the nickel ride and lookin to get out a languid tone and wholesome male friendship just ignore the studio ending and stay blissfully ignorant of the bts
Heat,highest,"Action FortnightBurt Reynolds is one of my all time faves. It takes aÂ long time for the action to get going but when it does, daaaamn. Loved this.Blu ray",positive,action fortnightburt reynolds is one of my all time faves it takes a long time for the action to get going but when it does daaaamn loved this blu ray
Memories of Murder,lowest,Why people like this movie? IdkThis was one of those movies where Iâ€™m wide awake and I started to be jealous of those that are sleeping ðŸ˜­ this movie was so boring I legit started to get drowsy!!! At 7pm!!!! ðŸ˜‚,negative,why people like this movie idkthis was one of those movies where i m wide awake and i started to be jealous of those that are sleeping this movie was so boring i legit started to get drowsy at pm
Memories of Murder,lowest,Genuinely the worst movie Iâ€™ve ever watched. Like I just wasted so much time of my life for the worst movie Iâ€™ve ever watched.,negative,genuinely the worst movie i ve ever watched like i just wasted so much time of my life for the worst movie i ve ever watched
Memories of Murder,lowest,DNF. What is the hype all about!,neutral,dnf what is the hype all about
Memories of Murder,lowest,0.5 star for the kicks that's it.,negative,star for the kicks that s it
Memories of Murder,lowest,"gonna start watching now but I'm calling it: movie about male violence against women gonna focus entirely on men and ignore the real issue.yep. five minutes into the movie and already victim blaming. ""was she sexy?"" perpetuating the lie that rape is about attraction when it's all about a feeling of power, even ownership.more male assaulters. funny how men add rape to their stories saying it's real but never put themselves as the victims.obligatory ""not all men""â€¦",negative,gonna start watching now but i m calling it movie about male violence against women gonna focus entirely on men and ignore the real issue yep five minutes into the movie and already victim blaming was she sexy perpetuating the lie that rape is about attraction when it s all about a feeling of power even ownership more male assaulters funny how men add rape to their stories saying it s real but never put themselves as the victims obligatory not all men
Memories of Murder,lowest,"Stupid and boring. The cops are clearly supposed to be idiots, nothing wrong or unrealistic with that, but sadly the movie outdoes them. Clearly, they would've pounced on Baek's role as an eye-witness to avoid media humiliation, which they were concerned about, but no, they just forget it. So it's like a dull procedural but without even a meaningful plot.To make matters worse, the streaming service I watched this on had sourced the movie from the Criterion re-release, whereâ€¦",negative,stupid and boring the cops are clearly supposed to be idiots nothing wrong or unrealistic with that but sadly the movie outdoes them clearly they would ve pounced on baek s role as an eye witness to avoid media humiliation which they were concerned about but no they just forget it so it s like a dull procedural but without even a meaningful plot to make matters worse the streaming service i watched this on had sourced the movie from the criterion re release where
Memories of Murder,lowest,"I admit I only watched 20 minutes of this before I turned it off, but I honestly couldnâ€™t imagine sitting through 2 hrs of it. The actors performances are so laughably bad, I donâ€™t understand how this film has a 4.4 star average. Just look at the facial expressions on the poster here on Letterboxd â€” those raised eyebrows on the left are a joke. How am I supposed to believe that clown-ish expression belongs to a serious investigator ofâ€¦",negative,i admit i only watched minutes of this before i turned it off but i honestly couldn t imagine sitting through hrs of it the actors performances are so laughably bad i don t understand how this film has a star average just look at the facial expressions on the poster here on letterboxd those raised eyebrows on the left are a joke how am i supposed to believe that clown ish expression belongs to a serious investigator of
Memories of Murder,lowest,Canâ€™t even understand what theyâ€™re saying.,negative,can t even understand what they re saying
Memories of Murder,lowest,This 4.4 rating must be a prank,negative,this rating must be a prank
Memories of Murder,highest,how can a movie be this funny and still leave you with so much to think about . peak rollercoaster,positive,how can a movie be this funny and still leave you with so much to think about peak rollercoaster
Memories of Murder,highest,"Thereâ€™s a silence in Memories of Murder that lingers long after the credits roll - not just the silence of unresolved crimes, but the kind that sinks into your bones. Bong Joon-ho doesnâ€™t just craft a murder mystery",neutral,
Memories of Murder,highest,So it can be anyone then. I'm having a stroke right now.,positive,so it can be anyone then i m having a stroke right now
Memories of Murder,highest,Murder mystery marinated in rain and pure hopelessness.,positive,murder mystery marinated in rain and pure hopelessness
Memories of Murder,highest,"The most anti cop serial killer movie I think Iâ€™ve seen. Iâ€™m used to later era Bong Joon Ho, which breaks up the bleakness with moments of levity. I think Bong growing up in the most repressive era of his countryâ€™s government had an impact on him.",neutral,the most anti cop serial killer movie i think i ve seen i m used to later era bong joon ho which breaks up the bleakness with moments of levity i think bong growing up in the most repressive era of his country s government had an impact on him
Memories of Murder,highest,"It is safe to say thatMemories of Murderis one of Bong Joon Hoâ€™s best work yet.An incredibly gripping storyline and serve an haunting reminder that, no matter what, women are never truly safe. Even when the evidence feels obvious, the truth at the end remains a mystery.",positive,it is safe to say thatmemories of murderis one of bong joon ho s best work yet an incredibly gripping storyline and serve an haunting reminder that no matter what women are never truly safe even when the evidence feels obvious the truth at the end remains a mystery
Memories of Murder,highest,"You must have known that this movie is directed by the famous Korean director Bong Joon Ho who directed the Academy Award winner Parasite (2020). You must also know that this is based on the true story of a serial rape and murder that took place in a small province in South Korea in 1986.The story is dark, twisted, violent but funny in the right proportions. The ambiguous ending of the movie is unpleasant and haunting because the mysteryâ€¦",negative,you must have known that this movie is directed by the famous korean director bong joon ho who directed the academy award winner parasite you must also know that this is based on the true story of a serial rape and murder that took place in a small province in south korea in the story is dark twisted violent but funny in the right proportions the ambiguous ending of the movie is unpleasant and haunting because the mystery
Memories of Murder,highest,"okay so, bong joon ho ate 2003 and it was awesome???",neutral,okay so bong joon ho ate and it was awesome
Memories of Murder,highest,I watched it on rainy day scared the shit out of me when the lightning strike,neutral,i watched it on rainy day scared the shit out of me when the lightning strike
Memories of Murder,highest,There really is no way to prepare for how many drop kicks are in this movie,neutral,there really is no way to prepare for how many drop kicks are in this movie
The Raid,lowest,"A night at the ballet. Minimal exposition. Nonstop action. Itâ€™s not a great movie per se but it doesnâ€™t havenâ€™t to be, itâ€™s essentially a dance movie. Itâ€™s amazing to me that this movie cost barely $1 million and was choreographed by its two leads and looks literally 100x better than the $100+ million Mortal Kombat with all the infinite Warner Bros resources at their disposal (the fighting is also significantly better-shot & -edited than most big-budget Hollywood action period). Why doesnâ€™t Hollywood just hire guys like this to make their cheesy video game adaptations and superhero schlock?",positive,a night at the ballet minimal exposition nonstop action it s not a great movie per se but it doesn t haven t to be it s essentially a dance movie it s amazing to me that this movie cost barely million and was choreographed by its two leads and looks literally x better than the million mortal kombat with all the infinite warner bros resources at their disposal the fighting is also significantly better shot edited than most big budget hollywood action period why doesn t hollywood just hire guys like this to make their cheesy video game adaptations and superhero schlock
The Raid,lowest,"Another interesting look at gaming culture in the early 2010s, but there are better films out there.",positive,another interesting look at gaming culture in the early s but there are better films out there
There Will Be Blood,lowest,"now i see why boring old white men love this movie, itâ€™s boring, old and whiteâ€¦â€¦only deserves half a star for cinematography and h.w.",negative,now i see why boring old white men love this movie it s boring old and white only deserves half a star for cinematography and h w
There Will Be Blood,lowest,"Most Overrated MoviesI know why people are fooled into thinking this is a great film. And I understand that this is supposed to be a parable about corruption in early American history. But by providing only a few subtleties, this ends up being a meaningless film that is effectively as much of a fantasy as the Wizard of Oz, with none of the feel-good element. There is a typical anti-American focus on the corrupt aspects of American history. Theâ€¦",negative,most overrated moviesi know why people are fooled into thinking this is a great film and i understand that this is supposed to be a parable about corruption in early american history but by providing only a few subtleties this ends up being a meaningless film that is effectively as much of a fantasy as the wizard of oz with none of the feel good element there is a typical anti american focus on the corrupt aspects of american history the
There Will Be Blood,lowest,"There is no blood in this movie,I got lied to",neutral,there is no blood in this movie i got lied to
There Will Be Blood,lowest,"Fuck everybody who told me to watch this movie. ""I take my straw and I put it into YOUR milkshake"" head ahh",negative,fuck everybody who told me to watch this movie i take my straw and i put it into your milkshake head ahh
There Will Be Blood,lowest,"All of this gorgeous photography put towards possibly one of the dullest scripts ever written. Daniel Day Lewis is not good, and anyone who thinks he is must love those â€œBest Acting Compilationsâ€ on YouTube. PTA is best when he is cynical and witty, not dull and facile.",negative,all of this gorgeous photography put towards possibly one of the dullest scripts ever written daniel day lewis is not good and anyone who thinks he is must love those best acting compilations on youtube pta is best when he is cynical and witty not dull and facile
There Will Be Blood,lowest,ew so bad straight men have the worst taste in films if a straight man recs you a film you can bet it will be shit,negative,ew so bad straight men have the worst taste in films if a straight man recs you a film you can bet it will be shit
There Will Be Blood,lowest,"Too long, dumb kid, only accidentally a good movie about Elon Musk. He do be an oil man tho.",negative,too long dumb kid only accidentally a good movie about elon musk he do be an oil man tho
There Will Be Blood,lowest,Diabolically horrible I cannot fathom how I sat through 2 and a half hours of pure paint drying watching shit,negative,diabolically horrible i cannot fathom how i sat through and a half hours of pure paint drying watching shit
There Will Be Blood,lowest,i get that this is a great movie in the right mood and time and place and etc etc but jesus fucking christnice to have the fact that paul dano is a goated actor reaffirmed and in general all the acting was amazing but fuck my life man,positive,i get that this is a great movie in the right mood and time and place and etc etc but jesus fucking christnice to have the fact that paul dano is a goated actor reaffirmed and in general all the acting was amazing but fuck my life man
There Will Be Blood,lowest,"Was really looking forward to this movie. Shame it was gray, boring, and humorless. Could have used someone like Whedon.",negative,was really looking forward to this movie shame it was gray boring and humorless could have used someone like whedon
There Will Be Blood,highest,"â€œThere Will Be Bloodâ€ is less a film and more a biblical epic soaked in oil and ambition â€” a portrait of capitalismâ€™s corrosive hunger, delivered with volcanic precision. PTA conducts the chaos with Kubrickian control, while Day-Lewis gives a performance so seismic it mightâ€™ve fracked the Earth beneath him. Itâ€™s a symphony of greed and solitude, scored by the howls of a man who dug too deep. Also, I drank a milkshake right after and havenâ€™t emotionally recovered since.",positive,there will be blood is less a film and more a biblical epic soaked in oil and ambition a portrait of capitalism s corrosive hunger delivered with volcanic precision pta conducts the chaos with kubrickian control while day lewis gives a performance so seismic it might ve fracked the earth beneath him it s a symphony of greed and solitude scored by the howls of a man who dug too deep also i drank a milkshake right after and haven t emotionally recovered since
There Will Be Blood,highest,Wouldnâ€™t change a single frame.,positive,wouldn t change a single frame
There Will Be Blood,highest,"Itâ€™s perfect then, itâ€™s perfect now, and itâ€™ll be perfect when the aliens excavate our planet and find the blu ray disk.",positive,it s perfect then it s perfect now and it ll be perfect when the aliens excavate our planet and find the blu ray disk
There Will Be Blood,highest,"This is top 10 for me without a doubt, best film to come out of 2007. BETTER THAN NO COUNTRY FOR OLD MEN!â€œI DRINK YOUR MILKSHAKEâ€",positive,this is top for me without a doubt best film to come out of better than no country for old men i drink your milkshake
There Will Be Blood,highest,"Didnâ€™t improve on rewatch and thatâ€™s perfectly ok. Got a little bored in the middle section because I remembered all of the stuff that happens but itâ€™s still a sight to behold so I can still visually appreciate it. Fantastic performances from Paul Dano and Daniel Day-Lewis are really what pushes this film into the top tier in my opinion. Now I need to rewatch â€œNo Country for Old Men,â€ I know it will be just as good as the first time around.",positive,didn t improve on rewatch and that s perfectly ok got a little bored in the middle section because i remembered all of the stuff that happens but it s still a sight to behold so i can still visually appreciate it fantastic performances from paul dano and daniel day lewis are really what pushes this film into the top tier in my opinion now i need to rewatch no country for old men i know it will be just as good as the first time around
There Will Be Blood,highest,Everything in this film was fantastic from Daniel day Lewisâ€™s brilliant performance to the beautiful cinematography of the film.,positive,everything in this film was fantastic from daniel day lewis s brilliant performance to the beautiful cinematography of the film
There Will Be Blood,highest,A movie about American greed on the frontier? Was this movie made just for me??,neutral,a movie about american greed on the frontier was this movie made just for me
There Will Be Blood,highest,The acting and the music and the ending scene in this movie 11/10,positive,the acting and the music and the ending scene in this movie
There Will Be Blood,highest,Really not much I can say about this that hasnâ€™t been said alreadyGreatest needle drop of all time?Also shoutout toJonny Greenwoodthe godSome top-tier insults in this one:â€œDo you think God is going to save you for being stupid?â€â€œBastard from a basketâ€â€You sniveling assâ€â€Youâ€™re just afterbirthâ€â€You slithered out of your motherâ€™s filthâ€â€They shouldâ€™ve put you in a glass jar on the mantelpieceâ€Damn shame the church scene has been somewhat diminishedâ€¦,negative,really not much i can say about this that hasn t been said alreadygreatest needle drop of all time also shoutout tojonny greenwoodthe godsome top tier insults in this one do you think god is going to save you for being stupid bastard from a basket you sniveling ass you re just afterbirth you slithered out of your mother s filth they should ve put you in a glass jar on the mantelpiece damn shame the church scene has been somewhat diminished
The Assassin,lowest,the only thing she actually assassinated was my will to live.,negative,the only thing she actually assassinated was my will to live
The Assassin,lowest,The most boring film Iâ€™ve ever seen.,negative,the most boring film i ve ever seen
The Assassin,lowest,"A Wuxia version of In the Mood for Love, it too is over-emphasized substance thatâ€™s also vaguely dramatized despite its linger broadcasting its importance. That said, some may see beauty between the disengaged notes here, but I actually wanted music of feelings. There is perhaps no greater emotional apathy in the magic of art than uncomfortable, unneeded, and obvious, drawn-out silence and static mood building.",negative,a wuxia version of in the mood for love it too is over emphasized substance that s also vaguely dramatized despite its linger broadcasting its importance that said some may see beauty between the disengaged notes here but i actually wanted music of feelings there is perhaps no greater emotional apathy in the magic of art than uncomfortable unneeded and obvious drawn out silence and static mood building
The Assassin,lowest,"Deliberate andPonderous in plot and shot,I was bored to tears.",negative,deliberate andponderous in plot and shot i was bored to tears
The Assassin,lowest,"I feel deceived by the Letterboxd community. I saw this movie here with an ""okay"" rating, and decided to watch... well, I guess this was one of the most boring movies I have ever watched! Ever! Nothing fucking happened! I had to struggle not to fall asleep during the entire movie!",negative,i feel deceived by the letterboxd community i saw this movie here with an okay rating and decided to watch well i guess this was one of the most boring movies i have ever watched ever nothing fucking happened i had to struggle not to fall asleep during the entire movie
The Assassin,lowest,"Anyone rating this over 2 stars is a pretentious wanker who thinks he's watched a masterpiece because it's pretty and mindnumbingly dull. The cinematography is actually laughably amateurish, with bad compositions, home video pannings and inexplicably confusing editing. This is nothing but a well-packaged turd.",negative,anyone rating this over stars is a pretentious wanker who thinks he s watched a masterpiece because it s pretty and mindnumbingly dull the cinematography is actually laughably amateurish with bad compositions home video pannings and inexplicably confusing editing this is nothing but a well packaged turd
The Assassin,lowest,Very very slow - didn't get beyond 20 minutes into it.,negative,very very slow didn t get beyond minutes into it
The Assassin,lowest,"Boring, please go and see Hero or The House of The Flying Daggers",negative,boring please go and see hero or the house of the flying daggers
The Assassin,lowest,"This would have been wonderful as a Discovery Channel mockumentary of the 9th century Weibo province during the Tang Dynasty. The imagery and cinematography were breathtaking.But it wasn't a mockumentary. It was a movie, they said. It was shown at Cannes, they said.Old people copulate at the speed of light compared to the pacing of this film. Had I prepared ahead of time, I could have bought the Chinese version of the Rosetta Stone software and become fuckingâ€¦",positive,this would have been wonderful as a discovery channel mockumentary of the th century weibo province during the tang dynasty the imagery and cinematography were breathtaking but it wasn t a mockumentary it was a movie they said it was shown at cannes they said old people copulate at the speed of light compared to the pacing of this film had i prepared ahead of time i could have bought the chinese version of the rosetta stone software and become fucking
The Assassin,lowest,"Beautiful, yes. Interminable, yes. Fast-forwarded the last 45 minutes rather than turn it off and am convinced I missed nothing of importance. The black and white prologue was stunning and then it was a slow, inexorable decline. Don't tease me with wuxia and then cut to an ultra long-shot of a forest, leaving mere glimpses of humans engaging in combat. Rubbish.",positive,beautiful yes interminable yes fast forwarded the last minutes rather than turn it off and am convinced i missed nothing of importance the black and white prologue was stunning and then it was a slow inexorable decline don t tease me with wuxia and then cut to an ultra long shot of a forest leaving mere glimpses of humans engaging in combat rubbish
The Assassin,highest,"beautiful and elemental filmmaking to the degree of which i'm not sure i've seen since watching a touch of zen.. love all the images that occur behind smoke, steam, fabric, fog but there's a constant clarity, v psychedelic imo. hubei looks like the most beautiful place in the world",positive,beautiful and elemental filmmaking to the degree of which i m not sure i ve seen since watching a touch of zen love all the images that occur behind smoke steam fabric fog but there s a constant clarity v psychedelic imo hubei looks like the most beautiful place in the world
The Assassin,highest,myth whispered across centuries. this is something really incredible.,positive,myth whispered across centuries this is something really incredible
The Assassin,highest,"The most visually stunning film I've ever seen. The cinematography immerses you so deeply that it feels as though you're stepping into each scene. Every frame is a painting. The attention to detail is incredible, from the visuals to the set design and costumes, all harmoniously crafted to create an unforgettable atmosphere.",positive,the most visually stunning film i ve ever seen the cinematography immerses you so deeply that it feels as though you re stepping into each scene every frame is a painting the attention to detail is incredible from the visuals to the set design and costumes all harmoniously crafted to create an unforgettable atmosphere
The Assassin,highest,it was one of the top 10 films i've ever watched. its a very high-quality production.,positive,it was one of the top films i ve ever watched its a very high quality production
