film,sort_type,review
Heat,lowest,"The first ten minutes sets Burt Reynolds up as a completely unlikable and creepy sexist jerk. However, as it turns out, that was just a trick he's pulling on someone. So you finally breathe a sigh of relief thinking ""ok, Burt's not really a jerk."" But then the rest of the film starts... and he's still kind of an unlikable jerk. Why am I watching this?From here, the story is all over the place; and Burt's character is sometimes…"
Heat,lowest,Absolutely the worst Burt Reynolds movie and maybe in the running for one of the worst movies I’ve ever seen.It takes something to be as checked out as Burt in this film. Especially when you factor in him punching one of the 6(!) reported directors. The whole thing feels like early 90s TV movie shit that even as a 7 year old I knew sucked.
Heat,lowest,"So Burt, Peter MacNichol, and Howard Hesseman can act but every single other actor (and there’s quite a few of them) in this film CANNOT ACT AT ALL. Even the doctor in the last scene who has like one sentence to say is bad. It’s almost worth watching just to see how bad they all are."
Heat,lowest,there comes a point in every william goldman story where it’s like hey. what are we even doing here
Heat,lowest,Burt Reynolds is OK and Peter MacNicol is great but the story and direction are completely inert. The movie only picks up when Burt fights the E Street Band.Still haven't seen Michael Mann's Heat.
Heat,lowest,"Of all the movies ever made named Heat, this is one of them. Burt Reynolds does a great impression of Norm Macdonald doing a Burt Reynolds impression, and this would be a rare pitch meeting where Ryan George's conversation goes ""it must've been really hard for him to get out of that situation""""actually, it was super easy, barely an inconvenience!"" MULTIPLE times."
Heat,highest,"TUBI📱Started this on my breaks at work as I fancied a bit of Burt Reynolds coolness and after a few minutes I thought I have seen this before and yep it wasn't this film but the Jason Statham film 'Wild Card', I never knew that was a remake of this film, lots of it shot for shot but in a more modern Las Vegas, I did prefer this original version tho with my cool moustache and the more dirty…"
Heat,highest,I was expecting a shitty 80's beat m up movie with a lot of coke. Ended having a movie with an pretty good plot and better characters. Sirus is my hero!
Heat,highest,An expert in edged weapons....nick escalante
Heat,highest,What a joy to find neo noir + direct to video vibes + freeze frame high kicks + a high kick of a light fixture that sets a man on fire + a master / apprentice subplot + sleazy Vegas + an extra outlandish Reynolds outfit + a wood-paneled strip club / arcade + a lawyer named Pinchus Zion + a Venetian gondola ride + lines like “I’m going to rip your face off” and “I want his balls in my hands” ALL IN ONE FILM which Altman was perhaps wise not to direct but which you would be exceedingly unwise not to watch!
Heat,highest,"This is Burt Reynolds in a Charles Bronson movie. It's violent, sleazy, and tonally all over the place. I loved it."
Heat,highest,wanna be on Burt Reynolds like water is on wet if you know what I mean
Heat,highest,Hard-boiled dumb guy noir at its finest.
Heat,highest,Alternates between kitschy fun and being legit good. Wide ranging character study.
Heat,highest,no way I watched this whole movie thinking it was the 1995 one 💔
Heat,highest,A too old boozy and snoozy Burt smirks himself around Vegas not taking any guff. I love the lived in feeling this has by showing a wide variety of Vegas townies as they slap Burt on the back and ask how he is doing.Shout out to the editor that knew slow motion was necessary when Burt (stuntman) makes the five foot leap from a building into some loose sand.
Heat,highest,"A great time at the movies. Somehow still haven’t seen the more popular Heat, but this one’s a blast."
Heat,highest,"If you have a mid-'80s action picture with a troubled production it's almost always a banger.90 minutes of just hangin with Burt at his coolest, definitely the second best movie calledHeat."
Heat,highest,"This film came out of nowhere. Reminiscent of Saint Jack, The Nickel Ride and Lookin’ to Get Out. A languid tone and wholesome male friendship (just ignore the studio ending, and stay blissfully ignorant of the BTS.)"
Heat,highest,"Action FortnightBurt Reynolds is one of my all time faves. It takes a long time for the action to get going but when it does, daaaamn. Loved this.Blu ray"
Memories of Murder,lowest,Why people like this movie? IdkThis was one of those movies where I’m wide awake and I started to be jealous of those that are sleeping 😭 this movie was so boring I legit started to get drowsy!!! At 7pm!!!! 😂
Memories of Murder,lowest,"a todo el mundo le parece una obra maestra y a mi me parece una puta mierda, que coñazo y encima como es un coñazo e estado viendo el móvil y no me enterado de un pijo, igual la vuelvo a ver en otra ocasión pero vamos que una puta mierda que asco dios"
Memories of Murder,lowest,"Je suis fou, je crois que je vis une hallucination collective. Tout le monde a ADORÉ le film (un des mieux notés de tout letterbox) alors que j'ai DETESTÉ je comprend vraiment pas. Rien à retenir du film, aucune envie de savoir qui est le meurtrier, tout les personnages sont détestables et c'est loooooong"
Memories of Murder,lowest,"""ele tinha um rosto comum""Acho que essa frase foi só pra mostrar ao público que basta você ser um homem pra você cometer todas as atrocidades possíveis e sair impune de tudo. O filme é frustrante como eu pensei que seria, e é fiel em mostrar a frustração dos policiais e também o abuso de poder, mas confesso que, por toda migalha de expectativa que eles deram de que poderia revelar quem era o assassino, eu fiquei rezando para que no final fosse o policial que ficou com uma perna só."
Memories of Murder,lowest,Genuinely the worst movie I’ve ever watched. Like I just wasted so much time of my life for the worst movie I’ve ever watched.
Memories of Murder,lowest,"QUE FILME HORROROSO, SEM SENTIDO, CHATO, CANSATIVO. MAS O FINAL, A PORRA DO FINAL, ESTRAGOU O FILME INTEIRO. NÃO ASSISTAM, NÃO PERCAM 2 HORAS DA SUA VIDA NESSE FILME HORRÍVEL.Edit: Depois de ver algumas reviews eu até que entendi a vibe do filme, mas continuo achando um filme muito sem pé nem cabeça, muito sem sentido e muito estranho."
Memories of Murder,lowest,DNF. What is the hype all about!
Memories of Murder,lowest,Era demasiado cinéfila para mi humilde mente
Memories of Murder,lowest,0.5 star for the kicks that's it.
Memories of Murder,lowest,مزخرف.کلاً ۵ نفر از تیمِ پلیس درگیرِ این ماجرا اند.یک کاراگاه و یک بازجو-شکنجه‌گر که هردو سوپر احمق اند.رئیسی که کسش خله و ۳ می‌زنه.یه کاراگاهِ داوطلب که کارگردان اونو یه کارگاهِ نیمچه حرفه‌ای معرفی می‌کنه ولی آخرش اونم رد می‌ده (که مثلاً ما برداشت کنیم که انقد پیچیده‌ست که اونم رد داده 😑 گیرم که آره پیچیده‌س، آدم رد می‌ده، پس چرا اون کاراگاهِ سوپر احمق یهو برعکس شد و حرفه‌ای شد؟ ای تف تو…
Memories of Murder,lowest,"gonna start watching now but I'm calling it: movie about male violence against women gonna focus entirely on men and ignore the real issue.yep. five minutes into the movie and already victim blaming. ""was she sexy?"" perpetuating the lie that rape is about attraction when it's all about a feeling of power, even ownership.more male assaulters. funny how men add rape to their stories saying it's real but never put themselves as the victims.obligatory ""not all men""…"
Memories of Murder,lowest,"Stupid and boring. The cops are clearly supposed to be idiots, nothing wrong or unrealistic with that, but sadly the movie outdoes them. Clearly, they would've pounced on Baek's role as an eye-witness to avoid media humiliation, which they were concerned about, but no, they just forget it. So it's like a dull procedural but without even a meaningful plot.To make matters worse, the streaming service I watched this on had sourced the movie from the Criterion re-release, where…"
Memories of Murder,lowest,"I admit I only watched 20 minutes of this before I turned it off, but I honestly couldn’t imagine sitting through 2 hrs of it. The actors performances are so laughably bad, I don’t understand how this film has a 4.4 star average. Just look at the facial expressions on the poster here on Letterboxd — those raised eyebrows on the left are a joke. How am I supposed to believe that clown-ish expression belongs to a serious investigator of…"
Memories of Murder,lowest,Can’t even understand what they’re saying.
Memories of Murder,lowest,This 4.4 rating must be a prank
Memories of Murder,highest,❤️-เรื่องราวความตายและการฆาตกรรมหญิงสาวในชนบทแห่งนี้ เชื่อมโยงไปด้วยการตามหาหลักฐานของตำรวจท้องที่ที่ดูไม่ฉลาดใช้กำลัง กับตำรวจใหม่ที่ดูเก่ง ค่อยๆ สืบหาข้อมูลไปเรื่อยๆ แต่สุดท้ายก็ไม่สามารถจับใครได้ เนื้อเรื่องดีประเด็นดี สมบูรณ์แบบสังคมแบบนี้ ตำรวจแบบนี้ ก็ไม่สามารถห้ามการฆ่าได้-ชอบภาพมาก เฟรมกว้างเต็มตัวครึ่งตัวแต่จะจัดวางตัวละครทุกตัวอยู่ในฉาก ยืนบล็อคกิ้งดี กล้องถึงจะนิ่งแต่องค์ประกอบภาพ และ เซ็ตใส่ใจรายละเอียด-มูทโทน สี ชอบมากครับ-เล่าเรื่องสนุก ไล่ไปเรื่อย ๆ ปล่อยช่วงสนุกออกมาแต่แฝงไปด้วยความหดหู่ เช่นช่วงวิ่งตามคนช่วยตัวเอง หรือ ช่วงที่เด็กเอ๋อโดนรถไฟชนตาย-ชอบถีบ 2 ตีน
Memories of Murder,highest,how can a movie be this funny and still leave you with so much to think about . peak rollercoaster
Memories of Murder,highest,"Meu Deus, isso é incrível.Eu amo o jeito que esse filme nos faz desconfiar de tudo e todos, e ele faz isso de um jeito perfeito. Ele cria uma atmosfera sombria em cima dos personagens que nos fazem até mesmo desconfiar dos próprios policiais, pelo menos eu desconfiei, e foi daquele parceiro do Park, que é meio agressivo e tal.Eu adoro o jeito que esse filme aborda as interrogações policiais nada humanitárias, vendo as cenas é até difícil…"
Memories of Murder,highest,"There’s a silence in Memories of Murder that lingers long after the credits roll - not just the silence of unresolved crimes, but the kind that sinks into your bones. Bong Joon-ho doesn’t just craft a murder mystery; he builds a portrait of a country in turmoil, an atmosphere thick with frustration, incompetence, and quiet desperation.The film moves like a slow, tightening noose - absurdly funny in moments, then suddenly brutal. Each scene is soaked in paranoia, heavy rain,…"
Memories of Murder,highest,J'ai mis un peu de temps à rentrer dedans mais... ptnj'aurais pas du regarder tout seul chez moi par une nuit d'orage
Memories of Murder,highest,So it can be anyone then. I'm having a stroke right now.
Memories of Murder,highest,Murder mystery marinated in rain and pure hopelessness.
Memories of Murder,highest,"The most anti cop serial killer movie I think I’ve seen. I’m used to later era Bong Joon Ho, which breaks up the bleakness with moments of levity. I think Bong growing up in the most repressive era of his country’s government had an impact on him."
Memories of Murder,highest,"It is safe to say thatMemories of Murderis one of Bong Joon Ho’s best work yet.An incredibly gripping storyline and serve an haunting reminder that, no matter what, women are never truly safe. Even when the evidence feels obvious, the truth at the end remains a mystery."
Memories of Murder,highest,"You must have known that this movie is directed by the famous Korean director Bong Joon Ho who directed the Academy Award winner Parasite (2020). You must also know that this is based on the true story of a serial rape and murder that took place in a small province in South Korea in 1986.The story is dark, twisted, violent but funny in the right proportions. The ambiguous ending of the movie is unpleasant and haunting because the mystery…"
Memories of Murder,highest,"okay so, bong joon ho ate 2003 and it was awesome???"
Memories of Murder,highest,I watched it on rainy day scared the shit out of me when the lightning strike
Memories of Murder,highest,"Muistutus että toinen jakso meidän podcastia ETURIVISSÄ on julkaistu! KlikatkaaTÄSTÄniin pääsette kuuntelemaan.”M-mut miks ihmeessä käytit Memories of Murderia tähän ilmoitukseen???”Öööö ok, jos kuuntelet uusimman jakson niin selviää…Ps. Uus jakso ensi viikolla. Tulee olemaa paras ikinä tai sit ei emt"
Memories of Murder,highest,There really is no way to prepare for how many drop kicks are in this movie
The Raid,lowest,"A night at the ballet. Minimal exposition. Nonstop action. It’s not a great movie per se but it doesn’t haven’t to be, it’s essentially a dance movie. It’s amazing to me that this movie cost barely $1 million and was choreographed by its two leads and looks literally 100x better than the $100+ million Mortal Kombat with all the infinite Warner Bros resources at their disposal (the fighting is also significantly better-shot & -edited than most big-budget Hollywood action period). Why doesn’t Hollywood just hire guys like this to make their cheesy video game adaptations and superhero schlock?"
The Raid,lowest,"Another interesting look at gaming culture in the early 2010s, but there are better films out there."
The Raid,highest,"A night at the ballet. Minimal exposition. Nonstop action. It’s not a great movie per se but it doesn’t haven’t to be, it’s essentially a dance movie. It’s amazing to me that this movie cost barely $1 million and was choreographed by its two leads and looks literally 100x better than the $100+ million Mortal Kombat with all the infinite Warner Bros resources at their disposal (the fighting is also significantly better-shot & -edited than most big-budget Hollywood action period). Why doesn’t Hollywood just hire guys like this to make their cheesy video game adaptations and superhero schlock?"
The Raid,highest,"Another interesting look at gaming culture in the early 2010s, but there are better films out there."
There Will Be Blood,lowest,"now i see why boring old white men love this movie, it’s boring, old and white……only deserves half a star for cinematography and h.w."
There Will Be Blood,lowest,"Sangue Negro é um monstro grotesco que vomita pretensão em cada fotograma, um exercício de egocentrismo de Paul Thomas Anderson que não faz nada além de inflar seu próprio ego e dos envolvidos na produção. A atuação de Daniel Day-Lewis, que foi aplaudida como obra-prima, é uma caricatura insuportável de si mesma, um espetáculo de exagero que em nada contribui para a construção do personagem ou da história. Sua interpretação de Daniel Plainview é tão unidimensional e enfadonha que mais…"
There Will Be Blood,lowest,OVERRATED COMICAL BORING MAN MOVIE MADE BY A NARCISSIST WHO ABUSED MY QUEEN FIONA APPLE 🤬🤬🤬🤬
There Will Be Blood,lowest,"Първо искам да кажа, че харесвам Даниел Дей-Луис както и Пол Дейно, гледал съм ги в други проекти и мога да кажа че знаят какво правят, НО в този филм са просто ужасни, безинтересни персонажи, безинтересен сюжет, безинтересни мотиви, представянето на Пол Дейно ме изкара от кожата ми, много зле преиграващо и дразнещо, не харесах дори и на Даниел персонажа и представянето му ( беше една идея по-добър), като цяло много сух филм за безумно дългото си времетраене от 2 часа и половина, в което почти нищо не се случва.Половин звезда за мустака на Даниел"
There Will Be Blood,lowest,"Most Overrated MoviesI know why people are fooled into thinking this is a great film. And I understand that this is supposed to be a parable about corruption in early American history. But by providing only a few subtleties, this ends up being a meaningless film that is effectively as much of a fantasy as the Wizard of Oz, with none of the feel-good element. There is a typical anti-American focus on the corrupt aspects of American history. The…"
There Will Be Blood,lowest,"There is no blood in this movie,I got lied to"
There Will Be Blood,lowest,"Fuck everybody who told me to watch this movie. ""I take my straw and I put it into YOUR milkshake"" head ahh"
There Will Be Blood,lowest,"All of this gorgeous photography put towards possibly one of the dullest scripts ever written. Daniel Day Lewis is not good, and anyone who thinks he is must love those “Best Acting Compilations” on YouTube. PTA is best when he is cynical and witty, not dull and facile."
There Will Be Blood,lowest,ew so bad straight men have the worst taste in films if a straight man recs you a film you can bet it will be shit
There Will Be Blood,lowest,Un vrai mauvais moment à passer. À fuir.
There Will Be Blood,lowest,"Too long, dumb kid, only accidentally a good movie about Elon Musk. He do be an oil man tho."
There Will Be Blood,lowest,Diabolically horrible I cannot fathom how I sat through 2 and a half hours of pure paint drying watching shit
There Will Be Blood,lowest,i get that this is a great movie in the right mood and time and place and etc etc but jesus fucking christnice to have the fact that paul dano is a goated actor reaffirmed and in general all the acting was amazing but fuck my life man
There Will Be Blood,lowest,"Was really looking forward to this movie. Shame it was gray, boring, and humorless. Could have used someone like Whedon."
There Will Be Blood,highest,"“There Will Be Blood” is less a film and more a biblical epic soaked in oil and ambition — a portrait of capitalism’s corrosive hunger, delivered with volcanic precision. PTA conducts the chaos with Kubrickian control, while Day-Lewis gives a performance so seismic it might’ve fracked the Earth beneath him. It’s a symphony of greed and solitude, scored by the howls of a man who dug too deep. Also, I drank a milkshake right after and haven’t emotionally recovered since."
There Will Be Blood,highest,Wouldn’t change a single frame.
There Will Be Blood,highest,"It’s perfect then, it’s perfect now, and it’ll be perfect when the aliens excavate our planet and find the blu ray disk."
There Will Be Blood,highest,I drink your milkshake. I drink it up.
There Will Be Blood,highest,"FELICIDADES DANIEL DAY LEWISAhora hablando sobre la película, totalmente recomendable si amas los dramas de época y quieres ver cómo la avaricia puede consumir a una persona a la vez que ella misma destroza su vida.Amo todo de esta película, la increíble banda sonora, el casting perfectamente elegido y como no, a Daniel.Pd: si te gustan las novelas, está basada en una, pero a decir en contra, esta película está basada en las primeras 100 páginas más o menos y te cuenta una historia bastante distinta."
There Will Be Blood,highest,"This is top 10 for me without a doubt, best film to come out of 2007. BETTER THAN NO COUNTRY FOR OLD MEN!“I DRINK YOUR MILKSHAKE”"
There Will Be Blood,highest,"Didn’t improve on rewatch and that’s perfectly ok. Got a little bored in the middle section because I remembered all of the stuff that happens but it’s still a sight to behold so I can still visually appreciate it. Fantastic performances from Paul Dano and Daniel Day-Lewis are really what pushes this film into the top tier in my opinion. Now I need to rewatch “No Country for Old Men,” I know it will be just as good as the first time around."
There Will Be Blood,highest,Everything in this film was fantastic from Daniel day Lewis’s brilliant performance to the beautiful cinematography of the film.
There Will Be Blood,highest,A movie about American greed on the frontier? Was this movie made just for me??
There Will Be Blood,highest,"""Drainaaaaaaaaaaaaaaaage""Eli my boy""Drainaaaaaaaaaaaaaaaage"""
There Will Be Blood,highest,The acting and the music and the ending scene in this movie 11/10
There Will Be Blood,highest,Really not much I can say about this that hasn’t been said alreadyGreatest needle drop of all time?Also shoutout toJonny Greenwoodthe godSome top-tier insults in this one:“Do you think God is going to save you for being stupid?”“Bastard from a basket””You sniveling ass””You’re just afterbirth””You slithered out of your mother’s filth””They should’ve put you in a glass jar on the mantelpiece”Damn shame the church scene has been somewhat diminished…
The Assassin,lowest,the only thing she actually assassinated was my will to live.
The Assassin,lowest,40 minutos vistos. Empecé mal con este director.
The Assassin,lowest,The most boring film I’ve ever seen.
The Assassin,lowest,"A Wuxia version of In the Mood for Love, it too is over-emphasized substance that’s also vaguely dramatized despite its linger broadcasting its importance. That said, some may see beauty between the disengaged notes here, but I actually wanted music of feelings. There is perhaps no greater emotional apathy in the magic of art than uncomfortable, unneeded, and obvious, drawn-out silence and static mood building."
The Assassin,lowest,"Deliberate andPonderous in plot and shot,I was bored to tears."
The Assassin,lowest,"I feel deceived by the Letterboxd community. I saw this movie here with an ""okay"" rating, and decided to watch... well, I guess this was one of the most boring movies I have ever watched! Ever! Nothing fucking happened! I had to struggle not to fall asleep during the entire movie!"
The Assassin,lowest,"Anyone rating this over 2 stars is a pretentious wanker who thinks he's watched a masterpiece because it's pretty and mindnumbingly dull. The cinematography is actually laughably amateurish, with bad compositions, home video pannings and inexplicably confusing editing. This is nothing but a well-packaged turd."
The Assassin,lowest,"Oui le film est beau et bien filmé mais c'était looooooong j'ai cru vivre un lundi après midi de travail alors qu'il dure 1h30J'ai rien compris au scénario, j'ai failli quitter 3 fois et sans le résumé Letterboxd impossible de savoir la relation des deux persosJ'ai jamais été aussi abattu devant un film sérieux..."
The Assassin,lowest,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzA good alternative to melatonin
The Assassin,lowest,Vulgar Auteurism at its most pretentious.
The Assassin,lowest,Very very slow - didn't get beyond 20 minutes into it.
The Assassin,lowest,"Boring, please go and see Hero or The House of The Flying Daggers"
The Assassin,lowest,"This would have been wonderful as a Discovery Channel mockumentary of the 9th century Weibo province during the Tang Dynasty. The imagery and cinematography were breathtaking.But it wasn't a mockumentary. It was a movie, they said. It was shown at Cannes, they said.Old people copulate at the speed of light compared to the pacing of this film. Had I prepared ahead of time, I could have bought the Chinese version of the Rosetta Stone software and become fucking…"
The Assassin,lowest,"Beautiful, yes. Interminable, yes. Fast-forwarded the last 45 minutes rather than turn it off and am convinced I missed nothing of importance. The black and white prologue was stunning and then it was a slow, inexorable decline. Don't tease me with wuxia and then cut to an ultra long-shot of a forest, leaving mere glimpses of humans engaging in combat. Rubbish."
The Assassin,highest,"Il y a tellement à dire sur ce film magnifique que je peux pas tout résumer en une seule critiqueC'est juste une oeuvre inépuisable et tellement bellePour mon dernier revisionnage je retiendrai deux choses qui m'ont énormément frappéLa première c'est le parti pris de HHH de ne jamais montrer les moments de liens humains, les scènes où les personnages se retrouvent et s'exprimentIl ne s'intéresse qu'aux conséquences des ces enjeux émotionnels et scénaristiques, qu'au moment des…"
The Assassin,highest,"beautiful and elemental filmmaking to the degree of which i'm not sure i've seen since watching a touch of zen.. love all the images that occur behind smoke, steam, fabric, fog but there's a constant clarity, v psychedelic imo. hubei looks like the most beautiful place in the world"
The Assassin,highest,중화권 감독들에게 있어 무협이라는 장르는 관객을 끌어모으기 위한 스튜디오 장르로서 뿐만이 아니라 민족 문학 혹은 미학을 드러내기 위한 장치였다. 호금전의 경우 일본의 살진을 거부하며 중국의 풍경화로 이를 드러내었고 두기봉의 경우 홍콩이라는 도시의 정체성을 무협의 미학으로 어떻게든 유지하려 하며 같은 식탁에서 밥을 먹는 이방인 조니 할리데이의 모습을 통해 드러내었다. 헌데 허우 샤오시엔의 경우 이는 좀 다르다고 할 수 있다. 물론 이 영화에서 마치 중화권의 풍경화와 같은 서예의 미학이나 위박이라는 지역의 특성으로 대만의 현대사를 드러내려는 시도가 없는 것은 아니다. 오프닝의 흑백 화면은…
The Assassin,highest,"Não dá pra assistir uma única vez, pretendo revisitar em breve.É uma viagem visual e provavelmente a mais bonita que já vi.Wuxia e a novelle vague, juntos, é um rolê que vai ficar martelando a minha cabeça por umbom tempo."
The Assassin,highest,myth whispered across centuries. this is something really incredible.
The Assassin,highest,"The most visually stunning film I've ever seen. The cinematography immerses you so deeply that it feels as though you're stepping into each scene. Every frame is a painting. The attention to detail is incredible, from the visuals to the set design and costumes, all harmoniously crafted to create an unforgettable atmosphere."
The Assassin,highest,it was one of the top 10 films i've ever watched. its a very high-quality production.
The Assassin,highest,"I don’t think that final shot will leave my mind anytime soon. The rest of the movie is really really good as well, all these long calms before incredibly violent and abrupt storm that sometimes just last what feels like a few frames are such a unique and awesome way of telling your average assassin story, and to end it with all with a total rejection of everything, a way out from all this violence and war…"
The Assassin,highest,"Breathtaking. Unparalleled, tbqh maybe one of the best films I've ever seen? I made it forty minutes in and started it over again just because it was just so delicious. Every scene is framed like a painting."
The Assassin,highest,"If you don't lock in when the movie switches to color, then I feel sorry for you. I get that not everyone has the patience to discover that a shot that seems to hold just too long is in fact held for the perfect amount of time. But if you don't lock in when the evil wizard shows up, then I truly don't understand what you want movies to be."
The Assassin,highest,I adore everything about this film
The Assassin,highest,"i tried watching this yesterday after a half day at work and i nearly instantly started to doze off and every moments seems to be going slower and slower, so i stopped and restarted it today. totally different experience, everything in this moves so smoothly and it’s so beautiful. and the editing does anything but lull you because you never know when it will cut right into a fight sequence. like you’ll see that one should be coming then its…"
The Assassin,highest,So damn good! My new favorite Wuxia movie! And that ending song is a banger
The Assassin,highest,"“Your skills are matchless, but your mind is hostage to human sentiments”This is the best looking film I have ever seen. Every single shot is some of the most gorgeously framed and vibrantly colored imagery ever put to screen. It’s definitely not for everyone though. It’s very tedious to get through and has minimal dialogue, which forces you to basically piece together the story yourself. That said, I was still able to be completely absorbed by this and some of those images are going to be seared into my brain forever."
